datetime,Air_Temperature_celsius,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Relative_Humidity_percent,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Precipitation_millimeterPerHour,Snowfall_millimeterPerHour
2022-01-16 10:00,17.76,0,376.37,63.03,4.2,0,0
2022-01-16 11:00,17.5,0,376.37,72.27,5.05,0,0
2022-01-16 12:00,17.25,20,385.97,81.51,5.9,0,0
2022-01-16 13:00,16.54,20,385.97,82.59,1.9,0,0
2022-01-16 14:00,15.82,20,385.97,83.66,2.1,0,0
2022-01-16 15:00,15.11,160,370.03,84.74,6.1,0,0
2022-01-16 16:00,15.44,160,370.03,74.61,7.23,0,0
2022-01-16 17:00,15.77,160,370.03,64.49,8.35,0,0
2022-01-16 18:00,16.1,400,318.76,54.36,9.48,0,0
2022-01-16 19:00,16.06,400,318.76,52.49,9.64,0,0
2022-01-16 20:00,16.01,400,318.76,50.62,9.79,0,0
2022-01-16 21:00,15.96,70,341.55,48.75,9.94,0,0
2022-01-16 22:00,15.18,70,341.55,57.41,8.78,0,0
2022-01-16 23:00,14.39,70,341.55,66.06,7.61,0,0
2022-01-17 00:00,13.6,0,335.38,74.71,6.45,0,0
2022-01-17 01:00,13.42,0,335.38,71.47,7.66,0,0
2022-01-17 02:00,13.24,0,335.38,68.22,8.87,0,0
2022-01-17 03:00,13.05,0,276.62,64.97,10.08,0,0
2022-01-17 04:00,11.26,0,276.62,65.55,8.77,0,0
2022-01-17 05:00,9.47,0,276.62,66.12,7.46,0,0
2022-01-17 06:00,7.69,0,259,66.7,6.16,0,0
2022-01-17 07:00,7.44,0,259,68.47,5.99,0,0
2022-01-17 08:00,7.2,0,259,70.24,5.82,0,0
2022-01-17 09:00,6.96,0,257,72.01,5.65,0,0
2022-01-17 10:00,6.99,0,257,74.55,5.64,0,0
2022-01-17 11:00,7.02,0,257,77.09,5.63,0,0
2022-01-17 12:00,7.05,190,259.16,79.62,5.62,0,0
2022-01-17 13:00,7.91,190,259.16,72.05,6.29,0,0
2022-01-17 14:00,8.77,190,259.16,64.47,6.95,0,0
2022-01-17 15:00,9.64,630,269.16,56.9,7.61,0,0
2022-01-17 16:00,10.86,630,269.16,51.64,7.5,0,0
2022-01-17 17:00,12.08,630,269.16,46.39,7.38,0,0
2022-01-17 18:00,13.3,570,268,41.13,7.27,0,0
2022-01-17 19:00,13.24,570,268,42.42,7.4,0,0
2022-01-17 20:00,13.18,570,268,43.72,7.52,0,0
2022-01-17 21:00,13.12,92,263.15,45.01,7.65,0,0
2022-01-17 22:00,11.97,92,263.15,50.74,5.76,0,0
2022-01-17 23:00,10.81,92,263.15,56.47,3.86,0,0
2022-01-18 00:00,9.66,0,262.74,62.2,1.96,0,0
2022-01-18 01:00,9.17,0,262.74,64.79,2.16,0,0
